root	mode	first_line
testdir:fixedbugs/issue17449.go	compiled	link: reference to undefined builtin "runtime.racefuncenter" from package "main"
testdir:fixedbugs/issue18661.go	interpreted	fixedbugs/issue18661.go:17:6: fixedbugs/issue18661.go:17:6: Go interface comparison requires represented dynamic values
testdir:fixedbugs/issue18747.go	interpreted	test/fixedbugs/issue18747.go:10:5: missing condition in if statement
testdir:fixedbugs/issue18747.go	compiled	test/fixedbugs/issue18747.go:10:5: missing condition in if statement
testdir:fixedbugs/issue23586.go	interpreted	test/fixedbugs/issue23586.go:21:32: expression in defer must be function call
testdir:fixedbugs/issue23586.go	compiled	test/fixedbugs/issue23586.go:21:32: expression in defer must be function call
testdir:fixedbugs/issue24547.go	interpreted	string for fmt.Stringer
testdir:fixedbugs/issue28085.go	interpreted	test/fixedbugs/issue28085.go:11:2: duplicate key 0 in map literal
testdir:fixedbugs/issue28085.go	compiled	test/fixedbugs/issue28085.go:11:2: duplicate key 0 in map literal
testdir:fixedbugs/issue28268.go	interpreted	test/fixedbugs/issue28268.go:19:10: field and method with the same name b
testdir:fixedbugs/issue28268.go	compiled	test/fixedbugs/issue28268.go:19:10: field and method with the same name b
testdir:fixedbugs/issue30606b.go	interpreted	fixedbugs/issue30606b.go:21:1: string for reflect.Type
testdir:fixedbugs/issue30722.go	interpreted	test/fixedbugs/issue30722.go:12:7: '_' must separate successive digits
testdir:fixedbugs/issue30722.go	compiled	test/fixedbugs/issue30722.go:12:7: '_' must separate successive digits
testdir:fixedbugs/issue31546.go	interpreted	unknown field _ of struct { a int; _ int; c int }
testdir:fixedbugs/issue32133.go	interpreted	test/fixedbugs/issue32133.go:10:8: string literal not terminated
testdir:fixedbugs/issue32133.go	compiled	test/fixedbugs/issue32133.go:10:8: string literal not terminated
testdir:fixedbugs/issue33460.go	interpreted	test/fixedbugs/issue33460.go:34:2: duplicate key "a" in map literal
testdir:fixedbugs/issue33460.go	compiled	test/fixedbugs/issue33460.go:34:2: duplicate key "a" in map literal
testdir:fixedbugs/issue49665.go	interpreted	string for interface {}
testdir:fixedbugs/issue5793.go	interpreted	complex requires 2 arguments
testdir:fixedbugs/issue58563.go	compiled	src/test/a)
testdir:fixedbugs/issue6977.go	interpreted	test/fixedbugs/issue6977.go:37:26: duplicate method m
testdir:fixedbugs/issue6977.go	compiled	test/fixedbugs/issue6977.go:37:26: duplicate method m
testdir:fixedbugs/issue70156.go	interpreted	string for interface {}
testdir:fixedbugs/issue71675.go	interpreted	f recover:called
testdir:fixedbugs/issue7538a.go	interpreted	test/fixedbugs/issue7538a.go:14:7: label _ not declared
testdir:fixedbugs/issue7538a.go	compiled	test/fixedbugs/issue7538a.go:14:7: label _ not declared
testdir:fixedbugs/issue7740.go	interpreted	fixedbugs/issue7740.go:31:11: gosource: invalid native scalar
testdir:goto.go	interpreted	test/goto.go:42:7: goto L jumps over variable declaration at line 43
testdir:goto.go	compiled	test/goto.go:42:7: goto L jumps over variable declaration at line 43
testdir:import6.go	interpreted	test/import6.go:17:8: invalid import path (empty string)
testdir:import6.go	compiled	test/import6.go:17:8: invalid import path (empty string)
testdir:label.go	interpreted	test/label.go:31:1: label L6 already declared
testdir:label.go	compiled	test/label.go:31:1: label L6 already declared
testdir:label1.go	interpreted	test/label1.go:18:3: continue not in for statement
testdir:label1.go	compiled	test/label1.go:18:3: continue not in for statement
testdir:mainsig.go	interpreted	test/mainsig.go:9:6: func main must have no arguments and no return values
testdir:mainsig.go	compiled	test/mainsig.go:9:6: func main must have no arguments and no return values
testdir:mapclear.go	interpreted	var after range with side-effect = 0 want 42
testdir:mapclear.go	compiled	var after range with side-effect = 0 want 42
testdir:nilptr.go	interpreted	fatal error: runtime: out of memory
testdir:syntax/typesw.go	interpreted	test/syntax/typesw.go:10:2: invalid syntax tree: incorrect form of type switch guard
testdir:syntax/typesw.go	compiled	test/syntax/typesw.go:10:2: invalid syntax tree: incorrect form of type switch guard
testdir:typeparam/issue48711.go	interpreted	test/typeparam/issue48711.go:9:8: instantiation cycle:
testdir:typeparam/issue48711.go	compiled	test/typeparam/issue48711.go:9:8: instantiation cycle:
testdir:typeparam/mdempsky/13.go	interpreted	gosource: bridge accepts evaluated values, not argument source "Mer(3)"
testdir:typeparam/subdict.go	interpreted	typeparam/subdict.go:17:1: undefined type: comparable
testdir:zerosize.go	interpreted	p= q= p==q = false
